ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected,Valid Solution
1,1800.0930924415588,"[0, 2, 12, 14, 15, 23, 27, 31, 33, 36, 39, 40, 45, 47, 51, 54, 59, 61]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
2,1800.0347945690155,"[0, 7, 10, 13, 18, 23, 26, 27, 33, 34, 35, 40, 43, 45, 49, 59, 61]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",17,17,True
3,1800.6648788452148,"[9, 10, 12, 14, 17, 18, 23, 28, 33, 34, 40, 43, 44, 46, 48, 55, 57, 62]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
4,1800.2126944065094,"[0, 3, 5, 7, 10, 13, 15, 21, 23, 26, 33, 34, 42, 43, 46, 49, 59, 61]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
5,1800.0009407997131,"[0, 2, 3, 5, 15, 21, 22, 33, 39, 42, 46, 48, 50, 52, 55, 58, 59, 61]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
6,240.1276547908783,"[0, 3, 5, 8, 10, 12, 15, 21, 24, 33, 34, 41, 46, 48, 50, 52, 59, 62]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
7,240.0187315940857,"[7, 10, 13, 15, 19, 23, 26, 27, 32, 34, 35, 38, 40, 43, 45, 49, 57, 62]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
8,240.2050495147705,"[0, 3, 5, 7, 10, 13, 16, 18, 21, 23, 26, 31, 33, 34, 40, 43, 49, 59]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
9,240.14899373054504,"[5, 7, 13, 16, 18, 20, 21, 23, 26, 32, 33, 34, 35, 40, 43, 49, 52, 57]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
10,240.13876509666443,"[0, 2, 10, 13, 16, 18, 19, 23, 28, 30, 32, 35, 38, 40, 43, 44, 49, 54]","[1, 8, 11, 14, 17, 19, 24, 27, 28, 34, 35, 36, 41, 44, 46, 50, 60]",18,17,True
